fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,Quality
0.2884615384615385,0.0686274509803921,0.180722891566265,0.0720858895705521,0.1216617210682492,0.1324041811846689,0.2737819025522042,0.1366878735299775,0.6181818181818182,0.1976744186046511,0.2741935483870967,6
0.326923076923077,0.1470588235294118,0.2289156626506024,0.210122699386503,0.1454005934718101,0.1846689895470383,0.4292343387470997,0.2080200501253127,0.3363636363636361,0.255813953488372,0.1612903225806451,6
0.3942307692307693,0.1078431372549019,0.2710843373493976,0.013803680981595,0.1068249258160237,0.0522648083623693,0.2018561484918793,0.0884904569115092,0.3727272727272726,0.1976744186046511,0.4838709677419355,6
0.2980769230769232,0.3431372549019607,0.1686746987951807,0.1349693251533742,0.1394658753709199,0.0940766550522648,0.4037122969837587,0.1702332754964335,0.409090909090909,0.2441860465116278,0.2258064516129033,5
0.173076923076923,0.1764705882352941,0.3012048192771084,0.1656441717791411,0.059347181008902,0.0801393728222996,0.1948955916473317,0.13823019086177,0.4636363636363635,0.313953488372093,0.4032258064516129,6
0.2500000000000001,0.142156862745098,0.2891566265060241,0.0245398773006134,0.3145400593471811,0.0940766550522648,0.2204176334106728,0.0904183535762478,0.4727272727272729,0.4186046511627906,0.6612903225806451,6
0.3076923076923077,0.2352941176470588,0.2108433734939759,0.013803680981595,0.0890207715133531,0.0766550522648083,0.2691415313225058,0.0904183535762478,0.409090909090909,0.4883720930232558,0.6774193548387096,6
0.1153846153846154,0.1568627450980391,0.2048192771084337,0.0076687116564417,0.0741839762611276,0.1637630662020905,0.345707656612529,0.0121457489878524,0.5454545454545453,0.1162790697674418,0.8225806451612904,7
0.2403846153846154,0.2352941176470588,0.2108433734939759,0.161042944785276,0.0890207715133531,0.0940766550522648,0.4385150812064965,0.2176595334490055,0.5818181818181817,0.3255813953488372,0.2258064516129033,7
0.2884615384615385,0.2745098039215686,0.1927710843373494,0.0153374233128834,0.0890207715133531,0.0278745644599303,0.2668213457076566,0.148255253518411,0.5272727272727271,0.5232558139534884,0.2580645161290322,5
